,cust_no,Recency,Frequency,Monetary
45211,0xb2d393e8,100,46.0,136984.7909090909
45213,0xb2d43dda,130,57.0,409.74
45216,0xb2d6e215,112,35.0,284526.6775
45217,0x3b9b3dfa,434,79.0,4948.69
45218,0xb2d15394,605,5.0,12835.036666666669
45219,0xb2d37cdb,197,78.0,3244.6866666666665
45221,0xb2d5ddc9,133,3.0,50793.18166666666
45222,0xb2d5cf92,107,37.0,1801.5566666666664
45225,0xb2d3e86f,613,9.0,6157.349999999999
45226,0xb2d3bc59,247,3.0,245303.35666666663
45227,0xb2d1a77f,616,1.0,947.1
45229,0xb2d55873,282,12.0,30613.2775
45230,0xb2d3430f,467,23.0,2660.206666666667
45231,0xb2d1be1a,534,19.0,988852.3585714286
45232,0xb2d1a2c0,207,5.0,112501.6225
45233,0xb2d4dcb0,232,224.0,28278.42777777778
45235,0xb2d39b77,191,1.0,20279.435
45237,0xb2d1bb0b,396,6.0,115728.43333333332
45238,0xb2d40a11,517,3.0,75587.56700000001
45240,0xb2d15a7b,219,5.0,12265.97
45241,0xb2d6dbaf,126,1.0,100599.24333333332
45242,0xb2d14878,102,8.0,518423.2966666666
45243,0xb2d5551f,404,51.0,42687.255000000005
45245,0xb2d579bb,253,117.0,2691.0333333333333
45248,0xb2d3a8ac,185,6.0,265678.8116666667
45249,0xb2d10b28,370,6.0,149963.50666666665
45250,0xb2d0d690,192,45.0,31999.90333333333
45253,0xb2d26239,399,3.0,503918.53
45255,0xb2d17362,128,1.0,42360.08
45257,0xb2d5b71d,92,1.0,100330.88666666669
45258,0xb2d550ed,275,2.0,55227.46
45259,0xb2d45e0e,365,4.0,302.39666666666665
45261,0xb2d2c0ec,193,3.0,155917.77666666667
45263,0xb2d31de6,199,9.0,56129.385
45264,0xb2d0f697,586,24.0,217311.39
45266,0xb2d0c265,194,22.0,170897.56000000003
45267,0xb2d3dcfc,276,18.0,208608.27333333332
45269,0xb2d61f15,282,7.0,71750.85666666666
45270,0xb2d69a78,118,249.0,31377.755
45271,0xb2d0a76e,260,3.0,11161.29
45272,0xb2d60c52,108,80.0,560.0566666666667
45273,0xb2d07417,364,3.0,215998.47833333336
45277,0xb2d435dc,281,3.0,2205716.9066666667
45279,0xb2d1d599,605,9.0,1140181.11
45281,0xb2d2897b,559,2.0,99016.04888888888
45282,0xb2d2062c,427,8.0,1336042.1616666666
45283,0xb2d20d6a,470,1.0,2633.1466666666665
45287,0xb2d1e7ff,130,11.0,416160.26000000007
45288,0xb2d33c4f,331,2.0,55.78666666666666
45293,0xb2d0cbd1,151,15.0,1052042.405
45294,0x3b9af2af,208,103.0,101747.5288888889
45295,0xb2d35284,103,22.0,61343.77166666666
45296,0xb2d33fcd,184,6.0,3963215.201666666
45297,0xb2d0bf44,403,190.0,22412.77
45298,0xb2d139a8,202,3.0,50085.715
45299,0xb2d5a91f,219,3.0,46120.926666666666
45300,0xb2d51616,282,4.0,83415.90000000001
45301,0xb2d2196d,273,21.0,107245.75666666668
45302,0xb2d43fe4,494,1.0,17918.193333333333
45305,0xb2d6bd73,132,10.0,3163.56
45310,0xb2d3bb7e,379,6.0,16954.985
45311,0xb2d14560,96,11.0,176931.6322222222
45312,0xb2d5290c,367,4.0,2271004.6750000003
45317,0xb2d6c055,128,4.0,15297.266666666668
45318,0xb2d55bc1,291,4.0,1581302.14
45319,0xb2d2eafb,503,7.0,194.01666666666668
45320,0xb2d34cfc,194,134.0,2801208.516666667
45322,0xb2d4d107,347,1.0,1755.59
45324,0xb2d69082,123,1.0,100867.265
45325,0xb2d150a6,376,1.0,216480.2433333333
45326,0xb2d211ab,161,22.0,22515.119999999995
45328,0xb2d32722,323,2.0,602396.9866666667
45330,0xb2d5debf,158,5.0,488430.3299999999
45331,0xb2d3c5a7,288,8.0,3656.406666666667
45332,0xb2d27400,384,12.0,360516.2475
45334,0xb2d406fc,188,1.0,228093.0533333333
45336,0xb2d2c8c0,425,5.0,30097.416666666668
45337,0xb2d65821,215,1.0,100656.9077777778
45340,0xb2d50146,397,7.0,105962.04833333334
45342,0xb2d3c352,284,10.0,147814.9711111111
45344,0xb2d441af,527,3.0,67500.09000000001
45345,0xb2d6c0d6,115,52.0,7076.926666666667
45346,0xb2d218da,372,9.0,400044.81666666665
45350,0xb2d2a4ae,282,12.0,245315.25
45351,0xb2d4047d,593,8.0,433455.70666666667
45353,0xb2d26c2f,412,2.0,1333727.183333333
45354,0xb2d5aca0,348,9.0,17706.56666666667
45356,0xb2d07b76,125,84.0,54546.5375
45357,0xb2d5861b,368,7.0,144002.44199999998
45358,0xb2d175c3,275,17.0,12649.01
45363,0xb2d17b90,284,5.0,28825.89333333333
45364,0xb2d55741,174,193.0,1159.7700000000002
45367,0x3b9b3359,201,61.0,157108.56666666665
45369,0xb2d24bdd,585,2.0,109770.45333333335
45370,0xb2d5521f,144,13.0,290835.3391666667
45373,0xb2d3638b,211,3.0,101176.82833333335
45376,0xb2d0a2a6,272,23.0,461.6483333333333
45378,0xb2d503c8,101,270.0,4567.873333333333
45380,0xb2d5bd7a,309,5.0,332258.47874999995
45381,0xb2d0bd49,565,11.0,587344.0516666666
45384,0xb2d4b376,455,113.0,303347.51714285713
45386,0xb2d6294a,154,1.0,54332.744000000006
45387,0x3b9af207,93,22.0,29508.963333333333
45388,0xb2d60385,149,1.0,660272.2511111111
45390,0xb2d5db98,175,2.0,90000.04166666664
45392,0x3b9b32cf,230,3.0,158109.63166666665
45393,0xb2d1eeb6,189,6.0,107266.30555555556
45394,0xb2d3b707,410,5.0,65589.72499999999
45396,0xb2d3ea46,360,15.0,352.49
45397,0xb2d42b77,329,5.0,7970.296666666666
45399,0xb2d6357a,120,16.0,133863.07124999998
45400,0xb2d60ee0,276,3.0,33629.89666666667
45401,0xb2d5005f,271,16.0,436376.2271428571
45403,0xb2d4600f,122,200.0,11208.186666666666
45407,0xb2d28720,622,6.0,91086.03800000002
45408,0xb2d087be,94,3.0,94801.53166666666
45409,0xb2d2977c,212,2.0,49064.44666666666
45410,0xb2d45ac0,282,7.0,2999290.643333333
45412,0xb2d33c91,215,2.0,130204.36
45414,0xb2d43c96,468,2.0,0.66
45415,0xb2d3e680,399,6.0,1008662.5433333332
45417,0xb2d3fb41,301,8.0,113913.16
45419,0xb2d61627,100,1.0,20153.385
45420,0xb2d4f567,270,17.0,129626.44
45421,0x3b9b2f66,404,12.0,802033.7544444444
45423,0xb2d3acd8,238,2.0,135928.74333333335
45424,0xb2d37d11,358,4.0,20541.08333333333
45425,0xb2d37c4b,232,15.0,2492.9333333333334
45428,0xb2d5d3a3,101,8.0,16709.335
45429,0xb2d51a48,306,4.0,2175004.6
45432,0xb2d5751a,206,2.0,119379.88181818184
45434,0xb2d349e7,176,19.0,19522.828
45435,0xb2d473ad,184,3.0,57317.38999999999
45437,0xb2d56da6,245,2.0,3362.0466666666666
45440,0xb2d417f7,143,2.0,80129.97249999999
45441,0xb2d463ed,204,4.0,2496439.995
45442,0xb2d5aca3,177,3.0,25649.15166666667
45443,0xb2d68dd9,198,15.0,101043.3
45445,0xb2d6e85d,127,10.0,283664.26666666666
45446,0xb2d32a07,452,55.0,9781.946666666669
45448,0xb2d58c51,135,1.0,176752.33444444445
45450,0xb2d360a3,579,12.0,42432.89333333334
45455,0x3b9af3de,214,202.0,22476.29333333333
45458,0xb2d0a1b9,167,12.0,396582.589
45459,0xb2d1ebad,102,47.0,1588131.7066666668
45460,0xb2d12c01,619,57.0,92468.37363636364
45461,0x3b9af1aa,117,309.0,8037.5999999999985
45462,0xb2d62c44,218,40.0,3913.493333333333
45463,0xb2d699b2,101,120.0,1500.5600000000002
45465,0xb2d695e0,93,1.0,218.25333333333333
45466,0xb2d22d3b,447,6.0,210728.265
45469,0xb2d292b4,126,3.0,1124980.6233333333
45470,0xb2d6edf1,130,12.0,67393.06888888888
45472,0xb2d78e68,92,2.0,250611.6083333333
45476,0xb2d48fcd,122,15.0,290081.00333333336
45478,0xb2d59dc1,356,31.0,122549.55666666666
45479,0xb2d6f580,93,177.0,3085.405
45482,0xb2d32260,406,75.0,6180.363333333334
45483,0xb2d17878,479,3.0,85802.706
45484,0xb2d4009c,611,66.0,838.3766666666667
45487,0xb2d612dc,282,7.0,23864.271666666664
45490,0xb2d3aa3b,93,3.0,24005.184
45493,0xb2d4b35b,397,3.0,2159691.4833333334
45494,0xb2d5bd11,128,6.0,71681.815
45497,0xb2d606f4,181,6.0,9043.283333333333
45499,0xb2d475ae,366,3.0,184784.2316666667
45500,0xb2d48277,280,15.0,342430.6844444445
45503,0xb2d5a913,128,3.0,10236.166666666666
45504,0xb2d07da4,104,10.0,154459.42714285714
45505,0xb2d6a504,96,14.0,82798.58111111111
45506,0xb2d691ed,116,2.0,25206.95
45507,0xb2d10bfa,183,162.0,560293.3777777778
45509,0xb2d3ae52,183,7.0,318529.46222222224
45512,0xb2d68f05,143,57.0,10225.49
45513,0xb2d6221e,110,2.0,43447.89
45514,0xb2d606be,231,1.0,10178.62
45516,0xb2d0f376,613,86.0,11610.745
45518,0xb2d2d7b4,594,327.0,6796.830000000001
45520,0xb2d42ded,185,2.0,1289685.7566666666
45521,0xb2d2a3e2,211,1.0,132983.81333333332
45522,0xb2d1e955,95,3.0,304685.1883333333
45523,0xb2d1da88,158,1.0,93284.48666666663
45524,0xb2d5000e,369,4.0,364901.0971428572
45525,0xb2d53662,395,6.0,37774.66333333334
45529,0xb2d56d01,156,6.0,440.7866666666666
45531,0xb2d06aae,291,7.0,20557.753
45532,0xb2d33a84,161,14.0,4127.44
45534,0xb2d2abb6,183,15.0,17884.85
45536,0xb2d275b0,246,3.0,138566.082
45537,0xb2d5b99c,335,24.0,164621.05500000002
45538,0xb2d61558,279,11.0,162448.59
45539,0xb2d7d587,99,20.0,357277.84555555554
45542,0xb2d5bcf0,206,6.0,35279.03166666667
45543,0xb2d54859,413,11.0,217245.35428571427
45545,0xb2d1fd2f,337,11.0,826.4166666666666
45547,0xb2d5b273,97,3.0,1500015.705
45548,0xb2d0d891,239,3.0,59626.07499999999
45550,0xb2d23ac7,95,3.0,440728.1166666667
45552,0xb2d4bdc3,128,15.0,56487.02857142857
45553,0xb2d0d597,470,11.0,75006.59166666666
45554,0xb2d473f5,410,31.0,973132.0875
45557,0x3b9b419c,167,19.0,183550.377
45559,0xb2d43a14,293,9.0,288012.6311111111
45560,0xb2d32485,537,13.0,123375.14166666666
45563,0xb2d5a05e,352,7.0,84638.44333333333
45565,0xb2d766f9,91,3.0,201421.07333333333
45566,0xb2d0d342,138,1.0,171404.725
45567,0xb2d65ccb,102,1.0,100369.47222222222
45569,0xb2d6c3f4,169,57.0,2359.1633333333334
45572,0xb2d518d4,288,7.0,112504.96
45577,0xb2d0ca2d,394,3.0,884.27
45578,0xb2d384ac,241,3.0,178738.96666666667
45580,0x3b9b443c,91,9.0,151982.59272727274
45581,0xb2d40843,593,144.0,30678.93
45582,0xb2d5bf2d,102,7.0,105.76
45583,0xb2d50281,115,16.0,87624.74142857142
45584,0xb2d4760b,229,8.0,39323.21857142857
45585,0xb2d62f92,617,2.0,15000.16
45586,0xb2d8e9ab,568,2.0,15000.0525
45589,0xb2d1cb55,361,3.0,295.13666666666666
45591,0xb2d172ea,391,3.0,333343.41833333333
45592,0xb2d5ab95,216,2.0,61783.87
45593,0xb2d5c710,136,2.0,100150.75
45596,0xb2d8fa58,578,2.0,30000.3175
45603,0xb2d437f5,217,3.0,1809676.2716666665
45604,0xb2d5ba3e,305,3.0,264679.05454545456
45605,0xb2d3b008,113,13.0,537951.4
45607,0xb2d57346,146,16.0,665089.315
45609,0xb2d42e1d,284,7.0,2427.623333333333
45612,0xb2d7827a,100,15.0,16717.368333333336
45615,0xb2d21fb5,243,6.0,36523.05
45616,0xb2d6f5e9,618,7.0,7139.436666666667
45618,0xb2d25b76,609,2.0,40025.83666666667
45623,0xb2d6b3bf,161,10.0,156919.37333333332
45624,0xb2d5c848,189,58.0,3484.556666666667
45625,0xb2d4a98f,250,4.0,80747.5475
45629,0xb2d5d2bf,100,11.0,10143.91
45630,0xb2d0680b,215,85.0,66303.44
45634,0xb2d37bfd,367,2.0,10419.14
45635,0xb2d7835b,92,38.0,13009.403333333334
45637,0xb2d1b9c7,535,25.0,335582.0755555556
45638,0xb2d121f3,368,16.0,283166.7288888889
45639,0xb2d40990,169,16.0,35243.10166666667
45642,0xb2d3b764,94,25.0,0.5533333333333333
45644,0xb2d17ae2,210,1.0,393588.7833333334
45645,0xb2d78ec2,109,13.0,2563.7333333333336
45646,0xb2d68704,147,10.0,11817.493333333332
45647,0xb2d3ce14,280,30.0,24588.54
45652,0xb2d1abf3,142,15.0,90419.99
45653,0xb2d12220,335,3.0,26196.74
45655,0xb2d2a51d,461,8.0,540825.25
45656,0xb2d17f23,311,2.0,40000.572
45658,0xb2d08e15,257,4.0,78379.45833333333
45659,0xb2d28a3b,198,4.0,91477.85285714288
45664,0xb2d0b52a,388,18.0,686092.1618181819
45665,0xb2d132a0,143,13.0,638088.0583333333
45666,0xb2d422ef,179,10.0,268224.1255555556
45673,0xb2d35c62,428,3.0,160194.875
45675,0xb2d4e9f4,295,3.0,52592.31166666667
45676,0xb2d6815e,136,61.0,1426.6899999999998
45680,0xb2d4ac92,287,11.0,395868.66
45682,0x3b9b3ffb,109,32.0,930040.2355555556
45683,0x3b9b1328,529,6.0,595568.3366666668
45684,0xb2d0f3d6,601,1.0,3306.225
45686,0xb2d0d5b8,203,48.0,4873.566666666667
45688,0xb2d2fd9d,220,5.0,58006.90333333333
45689,0xb2d69d7b,110,5.0,385239.6766666667
45692,0xb2d62b36,144,3.0,250660.25666666665
45693,0xb2d6c18a,158,10.0,193153.20545454544
45694,0xb2d5e7b3,142,11.0,117104.91666666669
45695,0xb2d3c055,326,9.0,503981.45333333337
45697,0xb2d676a5,112,3.0,4102.908333333334
45699,0xb2d52681,224,9.0,15051.813333333334
45701,0xb2d29c83,436,3.0,287739.845
45702,0xb2d13f3c,291,9.0,77172.67714285714
45704,0xb2d1243c,260,5.0,58548.96833333333
45706,0xb2d376cf,146,2.0,17099.716666666667
45707,0xb2d249a0,495,1.0,180967.802
45710,0xb2d342e8,98,13.0,1505.3066666666666
45713,0xb2d10e25,156,29.0,212317.0084615385
45716,0xb2d0de34,497,53.0,115035.2675
45723,0xb2d2f0f8,187,17.0,713054.9722222222
45725,0xb2d1b946,368,18.0,102990.31333333334
45726,0xb2d64a59,102,4.0,39185.84
45727,0xb2d45afc,214,13.0,210692.07416666663
45730,0xb2d210dc,612,53.0,132738.835
45732,0xb2d52534,370,55.0,292195.91333333333
45733,0xb2d1b53b,399,3.0,75053.81666666667
45736,0xb2d21058,525,4.0,104284.71
45737,0xb2d3cbf5,496,4.0,42655.72222222222
45738,0xb2d636e5,255,6.0,4002.644
45743,0xb2d22ca5,604,6.0,3128450.3475
45751,0xb2d26032,480,4.0,1725045.183333333
45752,0xb2d4f3ff,184,14.0,269766.2825
45754,0xb2d10b2b,480,5.0,2225473.9433333334
45755,0xb2d58c6f,189,42.0,2223.97
45756,0x3b9b4859,131,42.0,124326.6725
45760,0xb2d21ef8,274,8.0,6365202.718333334
45761,0xb2d67e97,144,11.0,5901.8
45763,0xb2d5867b,375,282.0,130230.79833333334
45764,0xb2d09d69,606,6.0,51620.85
45765,0xb2d0e83f,272,46.0,9089.684
45768,0xb2d10036,366,5.0,43734.374
45770,0xb2d0fdf0,492,2.0,59651.7
45771,0xb2d1030c,584,21.0,780230.4811111111
45774,0xb2d4fb73,198,197.0,3512.9733333333334
45777,0xb2d4b898,243,10.0,647479.8966666666
45782,0xb2d59db5,130,3.0,103876.02666666669
45785,0xb2d16237,132,9.0,26.92
45787,0xb2d311b9,402,5.0,334534.5277777777
45788,0xb2d34e58,203,51.0,2626.6833333333334
45789,0xb2d58f9c,106,1.0,30799.524
45790,0xb2d28bc1,491,1.0,982163.0633333334
45791,0xb2d19ddd,628,34.0,30988.3
45793,0xb2d177a6,97,16.0,2064.5240000000003
45796,0xb2d5b89a,126,10.0,233944.18714285715
45800,0xb2d6d7aa,153,5.0,33366.61833333333
45801,0xb2d5e08a,91,44.0,6240.700000000001
45802,0xb2d5a63a,164,20.0,19040.0025
45804,0xb2d4cf4b,415,6.0,33418.606666666674
45807,0x3b9b4973,364,25.0,174477.06333333335
45808,0xb2d622f9,265,10.0,5001109.595
45809,0xb2d2f110,154,3.0,1003942.3933333332
45811,0xb2d66904,203,2.0,28006.570000000003
45812,0xb2d06bc5,282,26.0,1718.5233333333335
45813,0xb2d56374,260,4.0,25021.931666666667
45814,0xb2d244c9,258,37.0,407640.9283333333
45815,0xb2d2e3bd,398,8.0,222511.62
45816,0xb2d22d2c,113,8.0,127235.52833333334
45818,0xb2d3cac0,291,4.0,274659.16333333333
45820,0xb2d24fbe,527,30.0,2050.51
45821,0xb2d58ec4,209,183.0,1143.0466666666666
45822,0xb2d37a62,216,11.0,102264.57833333332
45823,0xb2d4b6df,183,15.0,551336.9866666667
45824,0xb2d24aae,189,8.0,1519120.691666667
45825,0xb2d40f6f,583,117.0,6622.6720000000005
45826,0xb2d0db64,389,21.0,150985.29
45827,0xb2d59d61,251,31.0,30363.751666666663
45828,0x3b9b17f6,614,239.0,243361.765
45830,0xb2d24397,420,3.0,140435.79666666666
45831,0x3b9af231,411,204.0,13.230000000000002
45832,0xb2d2bfd5,97,111.0,9164.121666666666
45833,0xb2d5b5e8,301,16.0,140706.59
45834,0xb2d2b7b9,164,112.0,1762.46
45835,0xb2d210cd,96,150.0,29536.632500000003
45838,0xb2d076bd,180,14.0,291386.2133333333
45839,0xb2d61c3c,104,1.0,381436.62142857147
45840,0xb2d62f1a,266,11.0,100000.01
45841,0xb2d52c3c,282,38.0,460.3066666666667
45842,0xb2d10cf0,221,53.0,394834.905
45843,0xb2d186f7,401,19.0,77501.65125
45846,0xb2d58f1b,192,5.0,2184.7166666666667
45847,0xb2d5faa6,265,1.0,1026.43
45849,0xb2d593f2,107,75.0,209.4833333333333
45852,0x3b9b46ca,210,6.0,24764.54571428572
45854,0xb2d64d2c,203,22.0,102697.20499999996
45855,0xb2d6f268,97,33.0,1346.6
45856,0xb2d418d5,260,10.0,107450.18111111112
45858,0xb2d33d81,544,70.0,20515.9
45861,0xb2d11071,519,6.0,125258.22222222223
45862,0x3b9b100a,188,13.0,94732.65222222224
45864,0xb2d5067d,329,9.0,120957.76
45865,0xb2d41386,504,1.0,36574.75833333333
45868,0xb2d4dcc2,225,2.0,202693.63166666668
45870,0xb2d13f60,373,17.0,148460.61
45873,0xb2d691a2,100,3.0,2459626.486666667
45874,0xb2d255c1,537,3.0,33892.054
45875,0xb2d8d517,557,2.0,60000.4225
45876,0xb2d5303b,238,31.0,23079.86833333333
45877,0xb2d26a97,457,19.0,1103501.9022222222
45878,0xb2d312e8,469,4.0,218099.8933333333
45879,0xb2d3c68b,370,33.0,207396.78999999995
45880,0xb2d65dfa,116,21.0,33395.72666666666
45881,0xb2d41266,266,4.0,1160.5733333333335
45882,0xb2d30196,266,6.0,317837.36500000005
45884,0xb2d2f713,213,3.0,3581.4066666666663
45885,0xb2d6493c,191,23.0,31404.966666666664
45886,0xb2d56a2b,122,4.0,93457.51166666669
45889,0xb2d2d3cd,397,16.0,3842.2866666666655
45891,0xb2d1290d,568,3.0,302817.43999999994
45892,0xb2d06340,379,10.0,206211.80555555556
45894,0xb2d22045,350,4.0,253438.32000000004
45895,0xb2d78be0,99,7.0,133343.7666666667
45896,0xb2d1d839,293,3.0,188922.26
45897,0xb2d0d2af,274,24.0,139263.52666666664
45899,0xb2d4f252,347,48.0,1949.31
45900,0xb2d14704,501,9.0,58178.15
45902,0xb2d3bca4,244,2.0,200950.414
45904,0xb2d4b8fb,386,1.0,151516.58000000002
45906,0xb2d252a9,403,3.0,102091.75833333332
45907,0xb2d6256f,102,3.0,42857.81428571429
45908,0xb2d6158e,155,1.0,6670.466
45910,0xb2d5735e,162,2.0,24111.75333333333
45911,0xb2d3c142,404,31.0,300.5133333333333
45912,0xb2d3ea85,192,1.0,52655.10666666667
45913,0xb2d21d48,154,4.0,524465.5783333333
45923,0xb2d62c0b,128,7.0,36597.943636363634
45924,0xb2d62a52,93,54.0,2317.423333333333
45925,0xb2d34816,98,21.0,14527.266666666668
45926,0xb2d13651,258,2.0,33357.48333333334
45927,0xb2d29d22,457,6.0,16225.963333333331
45929,0xb2d0ce8c,430,4.0,132415.5
45932,0xb2d3bce0,272,5.0,167235.67
45934,0xb2d1d90e,168,20.0,461222.9133333333
45935,0xb2d45874,175,17.0,377601.20166666666
45937,0xb2d13933,624,4.0,3669370.193333333
45938,0xb2d64ec4,242,214.0,2055.0666666666666
45940,0xb2d4a6e0,199,231.0,2207562.663333333
45941,0xb2d1e676,108,3.0,117576.52666666669
45942,0xb2d5bcea,202,5.0,58228.58
45943,0xb2d505ff,108,282.0,1532.5666666666666
45946,0xb2d2314c,472,3.0,81.41
45948,0xb2d59a4f,368,57.0,25095.013333333336
45949,0xb2d15a2d,363,6.0,50789.66
45950,0xb2d5cfb0,102,7.0,1634.6100000000004
45952,0xb2d28b8b,245,9.0,110003.70666666668
45954,0xb2d55768,337,3.0,7304.7
45955,0xb2d36934,439,4.0,6719.053333333333
45956,0xb2d520ea,155,10.0,67795.61222222222
45957,0xb2d64ee2,179,6.0,277643.6533333333
45958,0xb2d1dafd,448,4.0,75845.54166666666
45960,0xb2d5305c,132,8.0,50023.565
45962,0xb2d68cdd,96,83.0,14804.753333333332
45963,0xb2d3b725,102,6.0,90194.48272727273
45964,0xb2d69fb5,196,178.0,7279.933333333333
45966,0xb2d63931,243,1.0,21674.861666666668
45969,0xb2d58057,184,167.0,8345.56
45972,0xb2d187ba,193,38.0,146263.7925
45976,0xb2d085f3,115,6.0,176576.5855555556
45979,0xb2d31009,305,5.0,523334.01
45982,0xb2d1a125,494,5.0,65323.794
45985,0xb2d6ab9d,140,1.0,36362.598
45988,0xb2d25e82,277,14.0,476957.4425
45992,0xb2d64837,113,3.0,191117.00000000003
45994,0xb2d8c968,610,4.0,300025.63
45997,0xb2d644ce,186,4.0,1935352.045
45998,0xb2d5a29e,189,25.0,269500.0
45999,0xb2d43bd0,119,5.0,140077.68833333332
46000,0xb2d68665,177,1.0,122145.445
46001,0xb2d0c63a,167,6.0,159337.69999999998
46002,0xb2d11731,540,6.0,255905.125
46003,0xb2d103c9,382,6.0,82448.49
46005,0xb2d0857e,606,32.0,209485.124
46006,0xb2d54b7a,98,17.0,3381357.4200000004
46007,0xb2d40f48,98,47.0,659411.72125
46009,0xb2d85b70,96,153.0,28439.756666666668
46010,0xb2d58693,204,4.0,101588.59777777776
46011,0xb2d3470e,410,29.0,134.49
46014,0xb2d3e8ed,375,12.0,11470.173333333332
46015,0xb2d55c3f,384,1.0,34096.316
46020,0xb2d14398,294,27.0,80633.03749999999
46022,0xb2d11560,142,10.0,121284.205
46025,0xb2d68ede,109,12.0,11168.13
46030,0xb2d14e66,192,9.0,50000.005000000005
46031,0xb2d0f034,259,70.0,6658.216666666667
46033,0xb2d0b75b,105,3.0,157503.8275
46036,0xb2d3b3d4,445,42.0,1174666.6666666667
46038,0xb2d6eaca,100,30.0,1229.05
46040,0xb2d53605,286,5.0,40096.04166666667
46041,0xb2d6266e,236,10.0,40980.310000000005
46042,0xb2d6125e,281,3.0,88544.16666666667
46043,0xb2d6dd5f,92,3.0,6001.7733333333335
46044,0xb2d33a2d,434,1.0,24288.69
46047,0xb2d4effa,457,4.0,180341.52
46049,0xb2d6f6ac,599,2.0,20000.316666666666
46051,0xb2d65830,195,17.0,0.21
46053,0xb2d155a7,262,15.0,382267.65200000006
46056,0xb2d31ea6,374,146.0,3882.06
46059,0xb2d0947b,188,211.0,371.5133333333333
46060,0xb2d0b8a8,265,5.0,89267.40333333334
46061,0xb2d27652,565,19.0,537203.0950000001
46063,0xb2d2527c,189,47.0,272150.2477777778
46066,0xb2d8d847,557,2.0,15000.0525
46067,0xb2d7a671,606,2.0,40000.63333333333
46068,0xb2d5683c,123,4.0,110027.68333333332
46070,0xb2d539c5,116,3.0,366680.2588888889
46071,0xb2d5d7d5,168,50.0,11701.226666666667
46073,0xb2d449ce,94,10.0,5891.8966666666665
46075,0x3b9b0fa1,408,67.0,300076.19111111114
46082,0xb2d0e6fe,558,40.0,153259.02666666667
46083,0xb2d68779,109,58.0,85.57000000000001
46085,0xb2d62dd9,223,8.0,56062.30333333334
46086,0xb2d593ec,159,13.0,430210.59166666673
46088,0xb2d25252,236,7.0,18370.821666666667
46092,0xb2d37ada,626,11.0,284380.03
46093,0xb2d0c9a0,128,5.0,44465.94
46094,0xb2d212a4,193,264.0,333.99333333333334
46095,0xb2d35320,405,97.0,2653.2533333333336
46097,0xb2d540af,365,1.0,480000.9539999999
46098,0x3b9b19fd,600,133.0,30503.16333333333
46100,0xb2d657fa,192,4.0,260331.83
46101,0xb2d422b3,475,2.0,46796.225
46103,0x3b9ade96,293,4.0,896406.17
46104,0xb2d3b05f,444,1.0,49260.15666666667
46107,0xb2d64a23,115,5.0,8452.031666666668
46108,0xb2d16d50,599,10.0,152751.10833333334
46109,0xb2d311aa,216,69.0,858.9366666666666
46110,0xb2d50b3f,117,160.0,43977.11666666666
46111,0xb2d3e4a9,355,94.0,1260.59
46112,0x3b9af186,370,96.0,10064.13
46114,0xb2d62b45,234,1.0,301785.75800000003
46124,0xb2d37cea,602,2.0,7473.813333333334
46125,0xb2d25e31,472,3.0,100224.36666666664
46127,0xb2d135a3,242,14.0,210626.48333333337
46130,0xb2d6c8f2,153,17.0,213090.84
46131,0x3b9af2bb,354,11.0,634.5083333333333
46133,0xb2d5fbc6,306,23.0,233353.59
46134,0xb2d1234c,383,25.0,483195.5283333334
46137,0xb2d2e0c0,565,8.0,1140573.5325
46138,0xb2d15097,110,6.0,33922.1975
46139,0xb2d1db2a,108,4.0,1744784.1583333332
46140,0xb2d5ad42,195,6.0,83379.65666666668
46141,0xb2d12cf1,100,6.0,20015.446666666667
46145,0x3b9aeb08,233,17.0,108768144.77666666
46147,0xb2d5cfd1,179,105.0,315334.435
46148,0xb2d5b54c,194,8.0,77003.45499999999
46152,0xb2d20be4,480,219.0,5019.6025
46153,0xb2d0b2f6,556,8.0,842308.1799999998
46154,0xb2d2e28b,611,3.0,1437122.6549999996
46155,0xb2d302e6,181,7.0,335820.00500000006
46156,0xb2d373cf,379,7.0,1794327.26
46160,0xb2d59ee4,296,5.0,19.73
46161,0xb2d1b51d,339,8.0,360016.5566666667
46164,0xb2d3ab8b,400,4.0,253675.18166666667
46168,0xb2d1be26,467,30.0,575477.53
46169,0x3b9af192,590,102.0,385000.0
46171,0xb2d07fa5,419,7.0,257285.97166666668
46172,0xb2d548b6,188,6.0,152420.99750000003
46173,0xb2d4116d,479,15.0,224587.355
46176,0xb2d213b5,519,4.0,1267355.6350000002
46178,0xb2d20f6e,187,317.0,7192.835555555555
46179,0xb2d6533b,139,3.0,18914.83333333333
46180,0xb2d31936,190,10.0,2325.543333333333
46182,0xb2d3bbba,291,11.0,137398.75166666668
46184,0xb2d21301,290,90.0,28777.63
46185,0xb2d60a9f,183,181.0,17795.056666666667
46187,0xb2d3e959,299,10.0,11128459.563333333
46191,0xb2d163d8,197,32.0,162552.38857142857
46193,0xb2d10b19,311,11.0,350.68333333333334
46194,0xb2d319e7,129,2.0,1127.9799999999998
46195,0xb2d35161,221,8.0,25671.43333333333
46196,0xb2d37cb4,457,2.0,12674.72
46197,0xb2d2bd98,152,1.0,727.6400000000002
46199,0xb2d152b9,393,18.0,396755.23
46200,0xb2d2d700,288,2.0,3011.0866666666666
46202,0xb2d2bac2,417,4.0,125443.24727272724
46208,0xb2d6d0b4,104,5.0,159163.7714285714
